"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1167,0,0,0.1582,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0.1088,0,0,0,0,0,0,0,0,0,0.1945,0,0.0777,0.1047,0,0,0,0,0,0.0563,0.0817,0,0,0.0908,0.0997,0.0578,0,0,0
"E_EnerLev",0.1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.2525,0,0.2783,0,0,0,0,0,0,0,0,0,0.4915,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1163,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542,0,0,0,0.1136,0,0.051,0.048,0,0.079,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0.0964,0,0,0,0,0,0.0814,0.0681,0,0,0,0,0.1082,0,0,0,0,0,0.0873,0,0.0555,0.0917,0,0
"C_Org",0,0,0,0.1527,0.1982,0.1471,0,0,0.1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1097,0,0.1286,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0.0972,0,0,0,0,0,0,0,0.0867,0,0.1304,0,0.1173,0.1638,0,0.0911,0.0813,0.1,0.1286,0,0,0.1125,0,0.1066,0.2387,0
"C_Rspnbl",0,0,0,0.1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0
"N_Anxty",0,0.0948,0.0352,0,0.1414,0,0,0,0,0,0.0748,0,0,0,0,0,0,0.0656,0,0,0,0.1421,0,0,0.0673,0,0.1185,0,0,0,0.0557,0.0862,0,0
"N_Depr",0,0,0,0.1189,0,0,0,0,0,0,0,0,0,0.0773,0,0,0,0,0,0.0606,0,0,0,0,0,0,0,0.1066,0,0,0,0.1177,0.25,0
"N_EmoVol",0,0,0,0,0.1395,0,0.0735,0,0,0,0,0,0,0.0538,0,0,0.089,0.0698,0.1106,0,0.105,0,0,0.0675,0,0.0901,0,0,0.0833,0,0.0596,0.0852,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2005,0,0,0,0,0,0.1312,0,0,0.1056,0,0,0,0,0.1136,0.1261,0.0777,0,0,0
"O_AesSens",0,0.173,0,0,0.2132,0,0,0,0.1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1841,0,0,0,0.1786,0.1513,0,0.1629,0.1018,0,0.3048,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0.2672,0,0,0,0,0.1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1535,0,0
"angry",0,0,0,0,0,0,0.0881,0,0,0,0.1116,0.1511,0,0,0,0,0,0,0,0,0,0,0.154,0.0976,0.0861,0,0,0.1359,0,0,0,0,0,0.1279
"sick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0.0618,0,0,0,0,0.0397,0.038,0,0,0,0,0,0.033,0.0487,0.1121,0
