"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,-0.3452,0,0,0,-0.1486,0,0,0.4268,0,-0.2266,0,0,0.1394,0,0,0,-0.1432,0,0,0,0.2151,0,0,0,0,0,0,0,0,0,-0.2621,0,0
"E_Assert",0,0,0,0,0.1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539,0,0,0,0,0,0,-0.2284,0,0,0,0,0,0,0,0
"E_EnerLev",0.7816,0,0,-1.2523,0,1.9031,0,0,0,0,0,0,0,0,1.0691,0,0,0,0,-0.2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.6348,0,0,0,0,0,0,0,0,0,0.1958,0,0,0,0.2892,0,0,0,0.5049,0,0,0,0,0,0,0,0,0,0,0,0,0.161
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-1.1119,0,-0.2133,0,0,0,0.7255,-0.3344,0,0,0,0,0,0,0,0,0,0,0,-0.3957,0.4157,0,0,0,0,0,0,0,0,0,0,0
"C_Org",-0.3034,0,0.2272,0,0,0,0,0.4694,0,0,-0.2035,0,0,0,-0.2307,0,0,0,0,0,0,0,0,0.0564,0,0,0,0,0,0,0,0,0,0.3302
"C_Prdctv",0,0,0,0.2875,0,0,0,0,0,0,0,-0.2884,0.2395,0,0,0.2604,0,0,0,0,0,0,0,0,-0.0922,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0.4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4062,0,0,0,-0.1698,0,0,0,0,0,0,0,0
"N_Anxty",-0.2578,0.1883,0.2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2596,0,0,0.2737,0.5949,0,-0.2981,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,-0.5253,0,0,0,0,-0.1351,0,0,0,0,0,0,0,0,0,-0.2437,0,0,0,0.0841,0,0,0,0,0,0
"N_EmoVol",0,0.2744,0,-0.2452,0,0,0.3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3704,0,0,-0.1625,0,0,0,0,0
"O_IntCur",0,0,0,0,0.2072,0,0,0,0.4209,0,0,0,0,0,-0.4173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0
"O_AesSens",0,0,0,0,0,-0.1668,0.3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0,0,0,-0.2431,0,0,0
"O_CrtvImag",-0.5791,-0.4793,0,0,0,0,0,0,0.5226,0,0.2321,0.1937,0.7547,0.2692,0,0.3013,0,0,-0.2478,0,0,0,0,0,0,0,0,0,0,0,0,-0.1312,0,0.3238
"angry",0,0,0,0,0,0,0.2253,0,0,0,0,0,0,0,0,0,0,-0.4233,0,0,0,0,0,0,0,0.278,0,0,0,0,0.2895,0,0,-0.0767
"sick",-0.3865,0,0,0,0,-0.2719,-0.0193,0,0,-0.2359,-0.2168,0,-0.1033,0,0,0,0,0,0,-0.2092,0,0.7812,0,0,0,0,0,0,0,0,0,0,-0.4988,0
