"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0.094,0,0,0.2023,-0.2579,0,0,0,0,0,0,0,0.5374,0,0,0.2011,0,-0.466,0,0.131,-0.2944,0,0,0.5893,0,0,0,0,0.138
"E_Assert",0,0,0,0.2071,0,0,0,0.3033,0,0,0,0,0,0,-0.1588,0,0,0,0.0986,0,0.2727,0.2052,0,0,0,0,0,-0.4205,0,0,0,0,0,0
"E_EnerLev",0,-0.1267,0,0,0,-0.2015,0,0,0.4829,-0.1536,0,0,0,0,0,0,0,0,0,0.2474,0,0.3026,0,0,0,-0.345,0,0,0,0,0,0,0,0
"A_Cmpn",0.2043,0,0,0,0,0,0,0,0,0,0,-0.2634,0,0,0,0,0,0,0,0,-0.0401,0,0,0,0,0,0,0.3619,0,0,0,0,0,0
"A_Rspct",0,0,0.2402,0,0,0,0,0,0,0,0,0,0,0,0.1631,0,0,0,0,0,0,-0.3013,0,0,0,0,0,0.2943,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207,0.3105,0,0,0,-0.2774,0.1624,0,0,-0.3911,0,-0.837,0,-0.3627,0,0
"C_Rspnbl",0,0,0,0,0,0,-0.1154,0,0,0,0,0,0,0,0.3521,0,0,0.2246,0,0,-0.3085,0,0,0,0,0.1882,0.3636,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,-0.1935,0,-0.2285,0,-0.5239,0,0,0,0,0,0,0,0,0,0,0,0.2155,0,0.2206,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0.2704,0,0,0.2928,0,0,0,0.2239,0.3516,0,0,0.2084,0,0,0,0.1464,0,-0.3305,0,0.2143,0,0,0,0,0,-0.3254
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0
"O_IntCur",0.3175,0,0,0,0,-0.6875,-0.3059,0,0,0,0,0,0,-0.8829,0.4328,0,0,0,0,0,0,0,0,0,0,0,0,0.2883,0,0.1693,0,0,0,0
"O_AesSens",0,0,0,-0.3389,0,0,0,0,0,0,0.3194,0,1.016,0,0,0,0,0.3595,0,0,0,0,0,-0.3323,0,0,0,0,0,0,-0.5302,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1795,0,0
"angry",0,0,0,0,0,0,0,-0.2649,0,0.1772,0,0,0,-0.2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3475,0,-0.1514
"sick",0,0,0,0.2441,-0.1702,0,0,0.3536,0,0.2361,0,0,0,0,0,0,0.1576,-0.3878,0,0.0342,0.4945,-0.1923,0,0,0,0,0.1833,0,0,0,0,0,-0.8111,0
