"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,-0.1522,0,0,0,0.3313,-0.3529,-0.312,0,0,-0.3254,0,-0.0388,0,-0.0693,0,0,0.2325,0.1535,-0.2465,0,-0.5504,0,-0.1041,0,0.1752,0,0,0,0.0917,0,-0.3755,0,0
"E_Assert",0,0,-0.3074,0.346,0.4014,-1.0705,0,0.3803,0.3563,-0.2972,0.4901,0,0.9726,0.2439,0.0399,0,0.3141,-0.0694,0.3937,0.7394,-0.1667,0.081,-0.0113,0.859,-0.6539,-0.0863,0.031,0.0384,-0.7295,0,-1.4226,-0.6121,0.4028,-0.5752
"E_EnerLev",-0.388,0.441,0,0.108,0,0.5447,0,0.3195,0,0,0,0.1349,0.3904,0,-0.0938,0,0,0,0,-0.0441,-0.2558,0,0,0,0,0,0.3208,-0.2679,0,0,0,0,0,-0.267
"A_Cmpn",-0.2526,0.7007,0.0618,0,0,0,0,0.1692,0.4297,0,-0.0705,-0.136,0,0,0,0,0,0,0.0562,0,0.1697,0.1673,-0.1836,-0.7385,0,0,0.4543,0.2012,0.2926,0,0,0,0,0
"A_Rspct",0,0,-1.3967,0,0,-2.8582,0,0.9459,0.7731,0.0735,0,2.1,0,-1.6948,0,0,0.1544,0,-0.0544,0,0,1.9588,0,1.1346,0,0,0,0,0.2126,0,-1.1323,0,0.6518,0
"A_Trust",0,0,0,-0.0986,0.9828,0,-0.4761,0,0.0813,0,0,0,0,0,0.4547,0.7319,0,0,0.5937,0,0,0.454,-0.0346,0,-0.2056,-0.1289,0.0678,0,0,0,-0.7546,0,0,0.0768
"C_Org",0,0,-0.3586,-0.0672,0,0,0,0.1638,0,0,0,0.1085,0,0.197,0,0,0,0,0,0.2171,0,0,-0.333,0.0088,0,0,0,0.2334,0,0.4091,0,0,0,-0.2862
"C_Prdctv",0.4291,0,-0.0559,0,0.0873,0,0,0,0.2937,0,0.1833,0,0,0,0,0,0.2316,-0.2346,0,0,0,0,0,0.241,0.0535,0.0555,-0.2618,0,0,0.4385,0,0,-0.6416,0.3574
"C_Rspnbl",-0.2601,0,0,-0.0636,0,0,0.366,0,0,0,0,0,-0.2247,0,-0.1051,0,0,0,0,-0.2901,-0.3044,0,0.2,0,0,0.2775,-0.2172,-0.1783,0,0,0,0,0,0.373
"N_Anxty",0,0,0,0,0,0,0,0.1638,0,0,0.195,0.4465,0.1683,-0.1357,0,0,0,0,-0.1963,0.1874,0,0.485,0,0,0.2779,0,0.1409,0,-0.2189,0,0,0,0,0.3725
"N_Depr",0,0.3139,0,0,0.344,0,0,0,0.0725,0,0,0,-0.2723,0.1131,-0.7218,0,0.3625,0.1646,0,0.2414,0.175,0,0,-0.0806,0,0,0,0.0203,0.2254,-0.2833,0,0,0,-0.0875
"N_EmoVol",0,-0.0903,-0.6834,0,-0.7922,0,0,0,0,-0.2858,-0.3984,0,-0.2675,0,0,0.8469,0,0.387,0,0,0.2321,-0.2649,0,0,-0.2749,0.2993,0,-0.5096,-0.0187,-0.4717,0,0,0,-0.0908
"O_IntCur",-0.183,0.4754,0.1495,0,-0.0671,0.7794,0,0.059,0,0.1567,0.0425,0.0069,0,0.033,-0.1013,0,0,0,-0.0288,-0.4486,0.1308,-0.0488,0,-0.5949,0.2986,0,0.0925,0,0.379,0.0943,1.0006,-0.0594,0,0.188
"O_AesSens",0,0,0,0,0.1358,0,0,0.1845,-0.0923,0,0,-0.3033,0,0,0,0.3436,0.4924,-0.3371,0,0,0,0.1982,0,0,0,0.1838,-0.328,0,-0.1642,0,-0.1507,0,0,0.4102
"O_CrtvImag",0,0.673,0,0,-0.436,-0.1793,-0.2251,-0.7174,0.255,0.0909,0,-0.8962,0.1137,0,0,0,-0.7263,0.2716,0,0.2878,0.5824,-0.4325,0,0,0,0,0,-0.3365,0.2175,-0.2503,0,-0.5216,-0.8869,0
"angry",0,0,-0.4758,-0.9389,-0.1808,0,0,0.1969,0.5509,-0.2272,-0.4853,-0.1442,-0.2782,-0.2001,-0.3141,0,0,0.4281,0.1922,0.2693,-0.0467,0.3088,-0.597,0,0.2002,0.4195,0.726,0,0,-0.4781,0,0,0,-0.4392
"sick",0,0,0.0663,0.4698,0,0,0.2529,0,0,0.015,0,0,0,0,0.2548,0,0,-0.0403,-0.3397,0.183,0,0,0,0.3632,0,0,0,0,0,0,0.1722,0,-0.2593,0
