"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.2354,0,0,0,0,0,0,0,0,0,0.4338,0,0,-0.5687,0,0.3712,0.3206,-0.2816,0,0,0,-0.3057,-0.3466,0,0,0,0.3642,0,0,0.2775,0,-0.2305
"E_Assert",0,0,0,-0.1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402,0.2509,0,0.3282,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4203,0.2341,0,-0.2383,0,0,0,0,0,0.2741,-0.1614,0,0,0,-0.3251,0,0,0
"A_Cmpn",0,0,-0.1527,0,0,0.2125,0,0,0,0,0,0,0,0,-0.1834,0,0,0,0,0,0.0634,0,0,0,-0.2869,0,0,0,-0.2251,0,0,0,0,0.291
"A_Rspct",0,0,0,0,0,0,0,0,0.2474,-1.0047,0,0,-0.3686,-0.2956,0,0,0,0,0,0,0,-0.018,0,0,0,0,0,0,0,0,0,0,0,0.7815
"A_Trust",0,0,0,0,0,0,0,-0.4226,0,0,0,0,0,0,0,0,-0.3965,0,0,0,0,0,0.2605,0,0,0.2173,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0.3231,0,0,0,0,0,0,-0.2229,0,0,0,0,-0.2017,0,0.3613,0,0,0,-0.012,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.275,0,-0.2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2313,0,0,0.3014,0,0,0,0.0378,0,0,0,0,0,0.2177,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0.3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283,0,0,-0.2393,0,0,0,0,0
"N_Anxty",0,0,0,0,0.7342,0,0,0,0,0,0,0,0,0,0,0,0.4181,0,0,0,0,0,0,0,0,0,-0.3791,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2306,0,0,-0.2176,0,0,0,0.2429,0,0,0,-0.1916,0.3202,-0.0118,0.5038,0,0,0,0,0
"N_EmoVol",0,0,0,0,-0.2354,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.4563,0,0,0,0,0,0.1475,0,0,0,0,0
"O_IntCur",0,0,0,0,0.579,0.3213,0,0,0,0,0,0,0,0,-0.3219,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,-0.0529,0,0,0,0
"O_AesSens",0,0,0.2936,0,0,0,0,0,0,0,0,0,0.4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2253,0,0,0,0,0,0,0,0,0,-0.3295,0,0,0,0,0,0,0,0.0674,0,0
"angry",0,-0.1588,0,0,0,0,0,0,0,0,0,0.1755,0,0,-0.1321,0.5163,0,0,0,0,0,0,0,0,0,0.2808,0.1587,0.3152,0,0,0,0,0.492,-0.0133
"sick",0.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2675,0,0,0,0,0,-0.1267,0
