"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,-0.0775,0,-0.0052,0.0875,0,-0.599,0,-0.3106,0,0,0,-0.4968,-0.1594,0.1987,-0.2811,0.1143,-0.1649,-0.2767,0.5672,0,0,0.0823,-0.4053,0,0,-0.127,-0.8058,0,-0.7737,-0.1742,0
"E_Assert",0,0,0,0.3867,0.5902,0.0173,0,0,-0.445,-0.6052,1.1276,0.7399,0,0,-0.3934,-1.5068,-1.1218,0.417,0,0,-0.4292,0.3961,0.8213,0.2296,-0.0702,0.4172,0.2966,-0.3136,-0.3453,-0.4736,-0.3173,-1.008
"E_EnerLev",0.2708,0,0,-0.1011,0,0,0,0,0,-0.4427,0,-0.3432,0,-0.0331,0,0,-0.2043,0,0.4048,0.0731,0,0,0.3277,0.142,-0.1313,0,0,0,0,0,0,0
"A_Cmpn",0.4496,0,-0.2923,0,-0.0685,1.12,-0.2233,1.1071,0.1979,0.4317,-0.4563,0.3313,-0.0965,0,-0.2011,0,0,0,-0.6169,-0.1616,-0.1871,0.3734,-0.5426,0.9136,0.4087,-0.4001,0,0.1872,0.0508,0.4202,0,0.2413
"A_Rspct",0.0589,-0.9816,0,-0.2588,0,-1.1522,-0.3815,0,0.5857,1.0723,-0.7987,-1.0513,0,-0.4942,-0.1644,0,0,0.4064,0,1.4325,0.9022,0,-0.3434,-1.1784,0,-0.9762,-0.6886,-1.8925,0,0.1129,0.4467,1.6881
"A_Trust",0,0.7617,0,0,0,0,-0.3372,0,0,0,0,0.6948,0,-0.3478,0,-1.4827,0,0,-0.663,0.5764,0,0.2204,0.7589,0,0.039,0.4019,-0.557,0,0,-0.6733,0,0
"C_Org",0,0,0.9168,-0.7836,0.5256,-0.0218,0,0,0,-1.5319,0,-1.7048,0,0,0,0,0,-1.5882,-0.2912,-1.3178,0,0,-0.4683,0,-0.6567,0,0.7652,0,0,0,0.3203,1.5851
"C_Prdctv",0,0,0.2685,0,0,-0.2171,0,0,0.658,0,0,0,0.4144,0,0,0,0.1321,0,0,0,-0.1165,0,0,-0.2828,0,0.1474,0.2689,0,-0.1019,0,0,0
"C_Rspnbl",0,0,0,-1.4441,0,0,0,-0.5873,0,0,0,0,0,1.2044,-0.4854,0.8191,0.4188,0,0,0,-0.6214,0,-0.3558,0,0.1379,0,0,0,0,0,0,0.8263
"N_Anxty",-0.2002,0.6897,0.4037,0,-0.5786,0,0.7932,0,0,0,0,0.2139,0.9093,0.2971,0.21,0.1932,0.6362,-0.1046,-0.1408,-1.1148,0,0,0,0,0.4263,0.9,-0.2752,1.021,0.6123,0,0.339,0
"N_Depr",0,-0.023,0,0.1771,0.2763,0,0.0435,0,0,0,0,0,-0.1525,0,0.2578,0,0,0,0.0858,0.2591,0,0,0,0,0.2417,0,-0.0906,-0.3049,0.2257,0,0,0
"N_EmoVol",-0.2549,0.544,0.2134,0,-0.0108,0,1.1671,0,0,0,0,0,-0.3612,-0.3747,0,-0.0521,0,0,0.2219,-0.5262,0,-0.2122,-0.0989,0,0,0,0.3537,-0.1494,0,0,0,0
"O_IntCur",1.6385,0,0,0,-0.886,1.5213,0,0,0,0.235,0,0,0,-0.7292,0,0,-0.5202,0,0,0,0,0,0.3999,1.1639,0,-0.5022,0.6191,0,-0.4837,0,0,-0.7517
"O_AesSens",-0.2431,0.1909,0.1871,0.7328,0.6998,0.5457,0.2737,-0.2045,-0.6821,-0.4159,0.6469,0.18,0.7583,0,0.0137,-0.4993,0,0.2549,-0.3883,-1.3008,0.0022,0.6912,0,0.8589,-0.4517,0.6577,0.5572,0.6702,-0.7393,0.2576,-0.1346,-0.9116
"O_CrtvImag",0,0,0.1944,0,0,0,0,0,0.3265,-0.3539,0,0.218,-0.0507,-0.1754,0,0.1601,0,0.0399,-0.1612,0,0,-0.1828,-0.1594,0.1491,0,-0.2951,0.3995,0,0,0,-0.3809,0
"angry",-0.4065,0.6078,-0.2887,1.9761,0,-0.002,0.5253,-1.1578,-0.1938,0,0.738,0.2625,1.0253,0.2094,-0.3213,0,-0.2831,1.33,0.4806,0,-0.7777,0.2719,0.8822,-0.2179,0,1.2657,0,0,-0.4316,0,-0.088,-2.0341
