"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,-1.1882,0,0,-1.738,0,0,0,0.4454,0,0,0,0.4978,0,-0.2191,0,0.058,0.249,0,0.3688,-0.1114,-0.1292,0,0.2938,0.6199,-0.6679,0.2867,0,-0.9512,0,0,-0.5277
"E_Assert",1.4096,0,-1.136,0,0,0.2313,0,0.5735,0,0,1.3209,0.0964,0,0,0.6989,0,0,0.9401,-0.3671,0.3031,-0.1204,0,0.4801,-0.2647,0,0,0.3664,0,0,-0.0808,0,-0.9722
"E_EnerLev",-1.1645,-0.2691,0,-2.0326,1.542,-0.4882,1.1677,-1.4484,0,1.0628,0,0,0,0,0,-1.9587,-0.52,0.0776,1.2729,-1.0034,0.8396,-1.2053,1.5312,0.8572,-1.558,0,0.9816,2.0256,2.6006,0.4132,0.8553,0
"A_Cmpn",0,0,0,0,0,0,-0.9017,-0.2823,0,0,-0.3777,0.7689,0.2958,-0.1998,0.1686,-0.3967,0,0,0.1061,-0.0828,0.5447,-0.2054,0,0.4072,0,0,0,0.6587,0,0.1615,0.1785,0
"A_Rspct",0,0,-0.4081,0.4618,0,0.6694,-0.3816,0,0.2621,-0.0117,-0.7794,-0.3329,-0.2284,0,0,0.1729,0.5189,-0.3231,-0.6813,0.1405,0.3067,0,-0.2101,0.0183,0,0,-0.2789,6e-04,-0.4349,-0.3581,-0.1837,0
"A_Trust",0.5759,0,0,0,0,0,0.2823,0,-0.4745,0,0,0,-0.8569,0,0,0,-0.3309,0.2968,-0.2426,0,-0.284,0.583,0.1316,0.2242,0,0,0,0.0049,0,0,0,0
"C_Org",0,0.6662,0,0.9485,-0.4547,0,0,0,0.584,0,1.0581,0,-1.3138,0,0,-1.0772,0,0.3649,-0.4924,0.358,-0.1609,0,0.463,0.4461,0,0,0.8256,0,0,0,0,0
"C_Prdctv",-0.6366,0.1631,1.2005,0.5074,-1.4317,0,-0.1694,0,1.035,0,-0.6206,1.2479,0.3551,0.8284,1.0427,0,-0.4083,-0.3846,0.434,0.9416,-0.5734,0,-0.67,0.8201,0.7702,-0.4453,-0.5879,0.3635,-1.505,0.8628,1.0934,0.8449
"C_Rspnbl",0.9174,-2.4957,1.159,1.1251,-2.8988,0.8787,-0.5072,0.8066,0,1.1641,0.508,-2.1197,-0.8556,-0.0767,4.2321,2.5129,-0.0098,1.0963,-2.1198,1.3392,-2.1368,2.6355,0,-1.8233,2.9404,-2.0607,0.568,0.7165,-1.6235,-0.3923,0.9379,-2.5898
"N_Anxty",0,0,0,0.4085,0,0,0.1615,0,0,0,0.2453,0,-0.2734,0.4239,-0.144,0,0,0,0,0,0,-0.1572,0,0.0636,-0.3277,0.2034,0,-0.3261,-0.2759,-0.1742,-0.1735,0.3621
"N_Depr",0,-0.6093,0,-0.1356,0,0,-0.9369,-0.1046,1.2666,0.4233,0,-0.1075,0,0.1539,0,0.0328,0,-0.6039,-0.1902,0.1888,0.2825,-0.5825,0,-0.0879,0.2112,0,-0.1851,-0.0795,-0.2566,0.2476,0,-0.1856
"N_EmoVol",0,1.3507,0,-1.2121,0,0,0,0,0.7514,-0.88,1.1342,0,0,0,-0.5322,0,0,0,-0.3772,-1.0196,0.3506,0,0,-0.1636,-0.2863,0,0,-0.3932,0.6565,0,-0.3291,0
"O_IntCur",0,0,0,0,-0.0064,1.2416,0,0,0.4535,0,0,0,0,0,0,0.989,0.1586,0,-0.4271,0,0,0,0,-0.5131,0,-0.349,0,-0.0878,0.0687,0.3257,-0.3433,0
"O_AesSens",0,0.0473,0,0,0.4275,0,-0.0559,-0.2602,0,0,0,0,0,0,0,-0.1452,0,0,0,0,0,0.1597,-0.0854,0,0,0,0,0,0.1558,0.0119,0,0
"O_CrtvImag",0,0.2848,-0.3038,0.0936,0.2117,0,0,-0.8195,0,-0.1754,0,0,0.328,0.3394,0,0,0.245,9e-04,0.3054,0,0.5539,-0.3474,0,0.2628,-0.6012,0.1576,0,-0.2499,0,0,0.0187,0.5862
"angry",0.5855,0,0.3046,-0.3779,0.4799,0.1399,0.4462,0,0,0.0809,0,-0.0571,0.0164,-0.3319,-0.5227,0,0,0.2156,0.3923,-0.3427,0,-0.279,0,-0.1941,-0.244,0.6622,-0.2772,0,0.3402,-0.1369,0,0.1318
