"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0.1143,0.2621,0,0,0,0,0.1159,0,0,0,0,0,0,0,0,0,0,0.1135,0,0,0,0,0
"E_Assert",0,0,0,0.1014,0,0,0.1178,0.057,0,0,0,0.0936,0,0,0.0908,0,0,0,0.1183,0,0,0,0,0,0,0.0985,0,0,0,0.1219,0,0,0,0
"E_EnerLev",0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0.0899,0,0,0,0,0.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0.1014,0,0,0,0,0,0.101,0,0,0,0,0,0.1292,0,0,0,0.0589,0.115,0,0,0,0,0.1325,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0.0443,0.0915,0.0524,0,0,0,0,0.0762,0,0,0,0,0.099,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.1149,0.1162,0.1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1202,0,0,0.0863,0,0,0.0885,0,0,0,0,0
"C_Org",0,0,0,0,0.2538,0.1182,0,0,0,0,0,0,0,0,0.1971,0,0,0,0,0.1744,0,0.2073,0,0.1338,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.0042,0.0104,0.005,0.0039,0.0112,0.0071,0.0056,0,0.0078,0.0041,0.0031,0,0,0.012,0.0054,0,0.0053,0.0037,0.0036,0,0,0.0073,0.0094,0.0069,0.004,0,0,0,0,0,0.0131,0,0.0074,0
"C_Rspnbl",0,0,0,0,0.3299,0,0,0,0,0,0,0,0,0.1288,0,0,0,0,0,0,0,0,0,0,0,0.1384,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798,0,0.1235,0,0,0.1763,0,0,0,0
"N_Depr",0,0,0,0,0.1635,0,0,0,0,0,0,0,0,0,0.0841,0.2025,0.1535,0.1288,0,0,0.1232,0,0,0,0,0,0.0725,0.1998,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0.0721,0,0,0,0,0,0,0,0,0.3836,0,0,0,0,0,0,0,0,0,0,0,0.1732,0,0,0,0,0
"O_IntCur",0.1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846,0,0,0,0.1147,0,0.1006,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1088,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0.41,0,0,0,0,0.1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1747,0,0
"angry",0.1093,0,0,0.0828,0,0,0,0,0,0,0,0.149,0.1085,0.1068,0,0.1636,0,0,0.1028,0,0,0,0,0,0.045,0,0,0,0,0.1157,0,0,0,0.1841
"AnxSWk",0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0.0708,0,0,0,0,0,0,0,0,0,0,0.0541,0,0,0,0.1293,0
