"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0.1485,0,0,0,0,0,0,0.3596,0.3235,0,0,0.1372,0,0,0,0,0,0,0.1878,0,0,0.3411,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839,0,0,0,0.1093,0,0,0,0,0,0,0,0,0,0.077,0.1031,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.6011,0,0,0,0,0,0,0,0,0,0,0,0.2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0.1085,0,0,0,0,0,0,0.105,0,0,0.0829,0,0,0,0.1493,0,0,0,0,0.144,0
"A_Rspct",0.0621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424,0,0,0,0,0,0.1288,0,0,0,0.0695,0,0,0.0785,0.0621,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1306,0,0,0,0,0,0,0,0,0.2359,0
"C_Prdctv",0,0,0.2458,0.1662,0,0,0,0,0,0.1493,0,0,0,0,0,0,0,0,0.2593,0,0,0,0,0,0.1177,0,0.1754,0,0,0,0,0,0,0.1224
"C_Rspnbl",0,0,0,0,0,0,0.0789,0,0,0.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1034,0,0.1702,0,0,0.1251,0,0,0.0966
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1166,0,0.1497,0,0,0,0,0,0,0,0,0,0,0.1052,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0.0863,0,0,0,0,0,0,0,0,0.0572,0,0,0,0,0,0.0686,0,0,0,0,0,0,0.0883,0,0,0,0,0.0881,0.0464
"N_EmoVol",0.0771,0.1024,0,0.1125,0.1397,0,0,0,0,0,0.1344,0,0,0,0,0,0,0,0,0,0.1188,0,0,0.0813,0.076,0,0,0,0.082,0,0.1008,0,0,0.0855
"O_IntCur",0,0,0,0,0.1101,0,0.0647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1153,0,0,0,0
"O_AesSens",0.1733,0,0,0.3124,0,0,0,0,0,0.2909,0,0.188,0,0,0.3659,0,0,0,0,0,0,0,0,0,0.1574,0,0.233,0,0.1766,0,0.2193,0,0,0
"O_CrtvImag",0.0088,0.0093,0.0133,0.0087,0,0.0283,0.005,0,0.0107,0,0.0271,0,0,0,0,0.0229,0.0165,0.0126,0,0,0,0.0279,0.0121,0,0,0,0.0089,0.0117,0.0066,0.0236,0.0093,0.0121,0,0
"angry",0.2278,0,0,0,0,0,0,0,0,0.2212,0,0,0,0,0,0,0,0,0,0,0,0.3109,0,0,0,0,0,0,0,0,0,0,0,0.1609
"AnxSWk",0.0779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321,0,0,0,0,0,0,0.0814,0,0,0,0,0,0,0.1368,0
