"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,-0.3668,-0.0941,0.4702,0.0712,0.1419,1.4536,0,0.3199,0.4018,0.5078,-0.5621,0.5449,-0.7611,0.1556,-0.5804,-0.5383,-0.5999,0.0875,0,0,-0.9186,0.362,0.9899,0.0676,-0.1855,0,0.2728,0.2609,-0.1187,0.5882,0
"E_Assert",0,0,0,0.2143,-0.2445,0,0,-0.3485,0.2057,0,0,0.1901,0,0.2794,0,0.0312,0,0,-0.1696,0.1919,0,-0.1443,0,0,-0.1017,0,0,0,0,0,0.4735,0,0,0
"E_EnerLev",-9.3472,0,0,0,0,0,15.5346,0,145.5779,-36.5966,-37.66,14.1495,0,-24.9278,16.5353,-47.5762,-11.8537,0,-29.4357,29.8453,0,-19.8655,16.0958,-47.476,0,75.9391,15.3002,-34.8115,-55.65,-20.3804,0,-9.7881,0,45.3621
"A_Cmpn",0.106,0,0.0083,0,0,0,0,0,0,-0.3709,0,-0.3358,0.1314,-0.0545,-0.3896,0.1647,-0.1527,0,0,0.3106,0.252,0,-0.4398,-0.3836,0,0,0,0.1965,0,-0.1026,-0.3505,0,0.5411,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,-6e-04,0,0,0,0,0,0,-0.4135,0,0.2576,-0.2522,0.0619,0,0,0.1948,0,-0.1964,-0.1633,0.1303,0,0,0,0.2409,0
"A_Trust",0,0,0,0,0,0,0.2908,0.337,0,0.4413,-0.2451,0.3941,0,0,0,0,0,-0.0508,0,0,0,-0.7098,0.0715,0.2665,0,0.1486,-0.1382,-0.2548,0,-0.2314,0,0,0,0.3249
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0.1913,0,0,0.2071,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,0,0,0,0,0,0.1324
"C_Prdctv",0,0,0,0.1069,-0.2363,-0.1938,0,0,-0.2251,0,0,0,0,0,0.2309,0,0,0,0,0,0,0,0,0,-0.0391,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,-0.6015,0,0,0,0,0,-1.394,0,0,0.4187,0,0,0,0,-0.1925,-0.1721,-0.5723,-0.257,0,0,0,-0.3592,0,0,-0.1007
"N_Anxty",-0.0865,0,3.8897,-1.0399,0,1.1079,0,0,0.3371,0,0,0,0,0,1.1472,0,0,0,-1.5997,-1.0798,0,0,0,0,-1.2937,0,0.9556,0,0,0,0,0,0,0
"N_Depr",-0.1705,-0.4103,0,-0.5868,-0.833,0,0,0,0,-1.2471,0,-0.0936,0,0,0.2109,0.9303,0.3581,-0.3097,-0.8175,0.8626,0.1513,-0.1442,-0.5093,0,-0.3464,-0.1844,-0.5467,-0.0983,-0.2456,0,0.1518,-0.698,1.0158,0
"N_EmoVol",0,0,0,-0.0397,0.2861,-0.3842,0,0,0,0,0,0,0.2245,-0.429,0.3956,0.022,0,0,0,0,0,0,0,0.0288,0,0,0,0.1597,-0.4814,0,-0.4342,0,0,0.1187
"O_IntCur",0,0.1533,0,0,0,-0.5143,-0.0437,0.4128,0,0,0,-0.0771,0,0.0172,0,0,0,0.0361,0.3927,0.3501,0,-0.4623,0,0,0.2304,0.0458,-0.2377,-0.0904,-0.0803,-0.5538,0,0,-0.1975,0.3599
"O_AesSens",0.7712,0,-0.342,0,0,0.2238,0,0,-0.4089,-0.504,0.4832,0.3736,0.0838,0,0,0.2753,0.2032,-0.1836,0,0.103,0,0,0,0,0.3391,-0.2723,0,0,0.2049,0.3669,0.184,-0.4236,0,-0.6851
"O_CrtvImag",-0.0596,0.2188,0.7178,0,0,-0.0545,0,0,0,-0.4131,0,-0.2199,0,-0.1421,0,0,0,0,0,0,0,0.2269,0,-0.2501,0,0.1196,0.2637,0.3218,0.2346,-0.272,0,0.4079,-0.1348,0
"angry",-0.4689,0,0,0,0.2207,0,0.253,0,0,0,0,0,0,0,-0.2209,0,0,0,0,0,0,0,0,0,0,0.1041,0,0,-0.2084,-0.3365,0,0,-0.1363,0.189
"AnxSWk",0.1904,0,-0.5664,0,0,0.3683,0,0,-0.6536,1.2346,0,0,-0.6837,-0.892,0,0,0.123,0.4372,0.9512,-0.3261,0,0,0.0237,-0.2266,0.9535,0,-0.4222,0,0.6962,0.3005,0,0,-0.2875,0
