"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.3138,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0.3614,0,0,0,0,0,0,0,0,0,0.0963,0,0,0,0,0,0,-0.2213,0,0,0,0,0,0,0,0
"E_EnerLev",0.3615,0,0,0,0,0,0.3236,0,0,0,0,0,0,0,-0.2601,0,0,0,0,-0.0772,0,-0.24,0,0,0,0,0,0,0,0.2226,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0.2276,0,0,-0.2162,0,0,-0.354,0,0,0,0,0,0,-0.0811,0,0,0,0,0.199,0,0,0,0,0,0,0,0.2383
"A_Rspct",0,0,0,0,0,0,0,0,0.2362,0,-0.3542,-0.2523,0,0,0,0,0,0,0,0,0,-0.0712,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,-0.4506,0.2497,0.5303,0,0,0.4339,0,0,0,0,0,0,-0.681,-0.4078,0,0,0,0,0,0,-0.514,-0.5756,0.2489,0,0,0,-0.2637,0.3067,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4906,0,0,0,0,0,-0.3061,0,0,0.2604,0.4716,0,0,0,0,0,0,0,0,0
"C_Prdctv",-0.2703,0,0,0,0,0,0,0,0,-0.1786,-0.2273,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0.2564,0,0.6239,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0.2486,0,0,0,-0.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1112,0,0,0,0,0,0.3107,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3015,-0.3627,0,0,0,0,0,0,0,0,0,0,0.2114,0.2514,0,0,0,0,0,0,0
"N_Depr",-0.1709,0,0,0,0,0,-0.3767,0,0,0,0,0,0,0,0,0,0,-0.3389,0,0,0,0,0,0,0,0,0,-0.1759,0,0,0,0,0,0
"N_EmoVol",-0.1844,0.3931,0,0,0,0,-0.2427,-0.4307,0,0,0,0,0,0,0,0,0,0,0,-0.2935,0,-0.1977,0,0,0,0,0,0,-0.1576,0,0,0,0,-0.2207
"O_IntCur",0,0,0,0,0,0.2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2438,0,0,0,0.0062,0,0,0,0
"O_AesSens",0,0,0,0,0,0.8846,0,0,0,0,0,0,0,0,0,0,0,-0.4641,0,0,0,0,0,0,0,0,0,0,0,0,-0.2768,0,0,0
"O_CrtvImag",0,-0.2914,0,0.2893,0,0,0.5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478,0.4833,0
"angry",-0.1847,0,0,0,0,0,0,0,0,0,0,0,0,-0.2402,0,0,0,0,0,0,0,0,-0.4073,0,0,0,0,0,0,0,0,0,0.2694,0.0221
"AnxSWk",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3446,0,0,0,0,0,0,0,-0.2643,0,0,0,0,0,0,0,0,0,0,-0.0836,0
