"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0.1305,0,0,0,0,0,0.0852,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0.0707,0.0632,0,0,0,0,0,0,0,0,0,0,0.0694,0,0,0,0.0965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.0531,0,0,0.0204,0,0.0096,0,0.0149,0,0.0511,0,0,0,0,0,0.0266,0,0.0285,0,0.0298,0,0,0.0108,0,0.0137,0.0134,0.0611,0,0.018,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0.084,0,0,0.2093,0,0,0,0,0,0,0,0.1126,0,0,0.0971,0,0,0.0846,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0.203,0.2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1087,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1054,0.1009,0,0.1182,0,0,0.0802,0.0803,0,0,0,0,0,0,0.0869,0,0.1672,0.1166
"C_Org",0,0,0,0.099,0,0.0639,0,0,0,0,0,0,0,0,0,0,0,0,0.1524,0.093,0,0,0.0683,0.0909,0.0698,0,0,0.0755,0.0606,0,0,0.1355,0,0
"C_Prdctv",0.1236,0,0,0.1184,0,0.0837,0,0,0,0,0,0,0.0883,0,0.1142,0,0,0,0,0.1293,0.1156,0,0,0,0.0751,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1114,0,0.047,0.0864,0,0,0.0996,0,0,0,0,0.0928,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0.0099,0,0,0.0321,0,0,0,0,0,0.0146,0.0271,0.0235,0,0,0,0.0088,0.0088,0.0116,0.0264,0,0,0.0105,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0.1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1946,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,2.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0,0,0,0,0,0,0,0.0979,0,0,0,0,0,0,0.1066,0,0,0,0
"O_AesSens",0,0,0.1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1067,0,0.1153,0,0.2104,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1342,0,0
"angry",0,0,0,0,0,0,0.0757,0,0.0797,0,0,0,0,0.0735,0,0,0,0,0,0.0983,0,0,0,0.0622,0,0,0.185,0,0,0.0744,0,0,0,0.095
"AnxSWk",0,0.0663,0,0,0,0,0,0,0,0,0,0,0,0.0421,0,0,0,0,0.0549,0.0428,0.0526,0,0,0,0,0,0.0919,0,0,0,0,0,0.0938,0
