"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191,0,0,0,0,0,0,0,0,0,0,-0.1962,0,0.2653,0.2052,0,0
"E_Assert",0,0,0,0,0,0,-0.3807,0.2159,0,0,0.2674,0,0,-0.2062,0,0,0,0,-0.0306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.3716,0,0,0,0,0,0,0,0,0.2626,0,0,0,0,0,0,-0.2643,0.3653,0,0,0,0,0,0,0,0,0.2893,0,0,0,0
"A_Cmpn",0,0,0,0,-0.5393,0,0,0,0,0,0.8986,0,0,0,0,0,0,0,0,0.2647,0.2401,0,0,0,0,-0.4429,0.3167,0,0,0,0,0,0,0
"A_Rspct",0,-0.3468,0,0.6629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1332,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.1636,0,0,0,0.4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1073,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,-0.4412,0,0,0,0,0,0,0.3242,0,0,0,-0.4894,0,-0.3527,0,0,0,0,-0.1535,0,0,0,0,-0.2158,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.2268,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0.3166,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0976,0,0,0,0,-0.237,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,-0.1874,0,0,0.2673,0,0,0,0,-0.4075,0,0,0,0,0,0,0,0,0.3415,-0.0844,0,0,0,0,-0.3694,0,0
"N_Depr",0,0,0,-0.5316,0,0,0,0,0,0.3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2783,0,0,-0.2987,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4698,0,0,0,0,0,0,0,-0.2722,0,0.1843,0,-0.3638,0.3813,0.3358,0,0,0,0,0.2423
"O_IntCur",0,0.4037,0,-0.192,0,0,0,0,0,0,-0.2208,0.2911,0,0.4106,0,-0.5261,-0.1737,0.2703,-0.4483,0,0,0,0,-0.236,-0.3432,0,0,0.2673,0,0.4364,-0.2816,0,0,0
"O_AesSens",0,0,0,0,-0.3116,0.2403,0,0,0,0,0.2276,0,0,0,0,0,0,-0.189,-0.165,0.2756,-0.2671,-0.247,0.3628,0,0,0,0,0,-0.1691,0,0.004,0,0.2863,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,-0.5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2474,0,0
"angry",0,0,0,0,0,-0.1765,0.38,0,0,0.6204,0,0,0,0,0,-0.5223,0,0,-0.0961,0,0,0,0,0,0,0,-0.406,0,0,0,0.2823,0,0,0.0923
"AnxSWk",0,0,0,0,-0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3443,0,0,0,0,-0.2833,-0.2512,0,-0.3075,0,0,0,0,0.2875,0.0473,0.1869
