"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.1915,0.1373,0.0676,0,0,0.1213,0,0.068,0,0,0,0,0,0,0.225,0.1044,0.1561,0,0,0.1087,0,0,0.1318,0.0763,0,0,0,0,0.1395,0.1622,0,0,0
"E_Assert",0.0914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1029,0,0,0,0,0,0,0.0525,0,0,0,0,0,0,0,0.0789
"E_EnerLev",0,0,0,0,0,0,0,0,0,0.0965,0.1183,0,0,0.0989,0.0958,0,0,0,0,0.08,0.0591,0,0,0,0,0.0537,0,0,0,0,0.1176,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0.2649,0,0.1815,0,0,0,0,0,0,0,0.1034,0,0.1077,0,0,0,0,0,0,0,0,0.1969,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0.1286,0,0.0682,0,0.1098,0,0,0,0,0.0984,0.0763,0.0615,0.1051,0,0,0,0,0,0,0.0749,0,0,0,0.1765,0
"A_Trust",0,0,0,0,0,0,0,0,0.0912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.0634,0,0,0,0,0,0,0,0,0.1163,0,0,0,0.0965,0,0,0.1159,0,0,0,0.1213,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.1641,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0.1962,0,0,0,0.1295,0,0,0,0.133,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0.1269,0,0,0,0,0,0.1801,0,0,0,0,0,0,0,0.107,0,0,0,0.1856,0,0,0,0
"N_Anxty",0,0,0,0,0.1374,0.0663,0,0,0,0,0,0,0,0,0.1149,0,0,0,0,0,0,0,0,0,0,0,0.1256,0,0,0,0,0,0,0
"N_Depr",0.097,0,0,0,0,0,0,0,0,0.0831,0,0,0.1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1034,0.1221,0.0611,0,0.1092,0.0972,0,0
"N_EmoVol",0,0,0,0,0,0,0.1836,0,0,0,0,0,0,0,0,0,0.161,0,0,0,0,0.1894,0,0,0,0,0,0,0.1285,0.1722,0,0,0.2817,0
"O_IntCur",0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0.0985,0,0,0,0,0,0.0595,0,0.1453,0,0.122,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2054,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0.1034,0,0.1613,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961,0,0,0,0,0.1096,0,0,0,0,0,0,0,0.0983,0,0
"angry",0,0.0672,0.0569,0.0316,0.0465,0.0359,0.0577,0.0315,0,0.0424,0.0629,0.0478,0.0784,0.0471,0.0585,0.1015,0,0.0592,0,0.0677,0.0398,0,0.0311,0.0412,0.039,0.0389,0.0605,0.0806,0.0414,0.0502,0,0.0831,0.0828,0.0624
"AnxSWk",0,0,0,0.0401,0,0,0.0637,0,0,0,0,0,0,0.0916,0,0,0,0,0.0618,0.0566,0,0,0,0.0646,0,0,0,0,0,0.0626,0,0,0.1138,0
