"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1146,0.1342,0,0,0,0,0,0.1385,0,0,0,0,0,0,0.2335,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.0833,0,0,0,0.1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1206,0,0,0,0,0,0,0,0,0.1385,0,0,0,0,0.1106
"A_Cmpn",0,0,0,0,0,0.1271,0.0664,0.0679,0,0.0846,0,0,0,0.0555,0,0,0,0,0,0,0.1062,0.0902,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0.1231,0,0,0,0,0,0.1608,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0.0504,0.0562,0.0896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1183,0,0,0.112,0,0,0,0,0,0,0,0
"C_Org",0.0942,0,0,0,0,0,0,0,0,0,0,0.1575,0,0,0,0,0,0,0,0.1238,0,0,0,0.1028,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0.0926,0.0914,0,0,0,0,0,0,0.1421,0,0,0,0,0.134,0.1956,0,0.0859,0,0,0,0,0.193,0,0.0965,0.1973,0,0,0,0,0.0834,0,0,0
"C_Rspnbl",0,0.0609,0,0,0,0,0,0.0564,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0.0901,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0.1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1204,0,0,0,0,0.1266,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0.1168,0.083,0.105,0,0,0.0588,0,0,0
"N_EmoVol",0,0,0.0701,0,0,0,0,0,0,0.0734,0,0,0.0805,0,0,0,0,0,0,0,0,0,0.104,0.0557,0.0622,0,0.0832,0.0898,0.0936,0,0,0.1162,0,0
"O_IntCur",0,0,0.0843,0,0,0,0.0747,0,0,0.0996,0.1438,0.1468,0,0,0,0.2168,0,0,0.0837,0,0,0,0,0,0,0,0.1223,0.1403,0,0.0986,0,0,0.1874,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2586,0.1309,0.1469,0,0.1821,0,0,0,0.1122,0,0.3403,0
"O_CrtvImag",0.0553,0,0,0,0,0,0,0,0,0,0,0,0.0682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834,0,0,0,0,0.1145,0,0
"angry",0,0,0,0,0,0.1602,0,0,0,0.1101,0.1985,0,0,0,0,0,0,0,0.1085,0,0,0,0,0,0,0.1499,0,0.1628,0,0,0,0,0,0.1183
"AnxSWk",0.0433,0,0,0,0,0,0,0,0,0,0,0,0.0716,0,0,0,0,0.0528,0,0,0.0787,0.0614,0,0.053,0,0,0,0,0.0901,0.0714,0,0,0.1178,0.0542
