"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","tired","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","tiredlag","angrylag"
"E_Scblty",0,0.3399,0,0.3084,0.3962,0,0,0.1522,0,0,0,0.3656,0.279,0,0,0,0,0.1558,0.1882,0,0,0,0,0.201,0.2019,0.1621,0.2075,0.2925,0.2563,0,0,0,0,0.1526
"E_Assert",0.1816,0,0.1448,0,0,0,0,0,0,0.1593,0,0.2123,0,0.1181,0.2558,0,0,0,0.1469,0.1049,0.2193,0,0,0.12,0.1188,0,0,0.1716,0,0,0.095,0,0,0.1
"E_EnerLev",0,0,0,0,0,0,0.1975,0.2962,0,0,0,0,0.3021,0.2027,0.3452,0,0.1787,0.2177,0.1851,0.1939,0,0.3866,0,0,0,0,0.2411,0,0.3259,0,0.1968,0.325,0,0.1778
"A_Cmpn",0,0,0,0,0,0,0.0684,0.0636,0,0,0.1154,0.0862,0.1093,0.0494,0.0987,0,0,0,0,0,0.1169,0.1391,0,0,0,0,0,0,0.117,0,0.0511,0,0.1036,0
"A_Rspct",0,0,0,0.0976,0,0.084,0,0,0.059,0,0.0765,0.0731,0,0,0,0.1217,0,0.0625,0,0.0377,0,0.1034,0,0.0507,0,0,0,0.092,0,0.0879,0.0433,0,0,0
"A_Trust",0,0,0,0,0.3406,0,0,0,0.1674,0.1556,0.2873,0,0.2402,0,0,0,0,0.14,0,0,0,0,0.1548,0,0.1047,0,0,0,0.2307,0,0,0,0,0
"C_Org",0.2315,0,0,0,0.4837,0,0,0.1539,0.2277,0,0.3041,0.2126,0,0,0,0.3335,0.1459,0,0.2147,0.1241,0,0.2691,0,0.1316,0,0,0,0,0,0,0,0,0.3263,0
"C_Prdctv",0.0084,0.0056,0.0028,0.0068,0,0,0.003,0,0.0072,0.0054,0.0116,0.0174,0.0146,0.0024,0.0108,0,0.0048,0.0034,0.0075,0.0026,0.0082,0.017,0.013,0.0068,0.0083,0.0063,0.0083,0.0099,0.0079,0.01,0.0025,0.0063,0,0.0052
"C_Rspnbl",0.1635,0.1501,0.1157,0.2691,0,0,0.2123,0,0,0.1822,0.2626,0,0,0,0,0,0.1148,0,0.1586,0.1075,0.2759,0.3162,0.1847,0,0,0.1471,0,0.2331,0,0.2173,0.1096,0,0,0.1119
"N_Anxty",0,0,0,0.2145,0,0,0,0,0,0,0,0,0.1845,0.0848,0.1544,0,0,0,0,0,0.2106,0,0.1509,0,0.0933,0.1099,0.113,0,0,0.2208,0,0,0,0.0804
"N_Depr",0.0457,0.0426,0.0534,0.0953,0,0.1385,0,0,0.0416,0.0498,0,0.0778,0,0.0328,0.0789,0.1086,0.0366,0.0894,0.0487,0.0523,0.0702,0.0948,0,0.0471,0.0466,0.0426,0,0.0785,0.0705,0.0856,0.0486,0.0544,0.1032,0.0434
"N_EmoVol",0,0.3556,0.1712,0,0,0,0,0,0,0,0,0,0,0.1852,0.3813,0.6809,0.2235,0,0,0,0.2996,0,0,0.135,0.1974,0,0.2761,0,0.2477,0,0,0,0,0.1343
"O_IntCur",0,0.107,0.1061,0,0.2646,0.1541,0.1024,0,0.1118,0,0,0,0,0.081,0,0,0,0,0.1045,0.0935,0,0,0,0.0817,0,0,0,0,0,0.1403,0.0664,0.1475,0,0
"O_AesSens",0,0.5459,0,0,0.8955,0,0,0.7025,0,0,0,0.5106,0,0,0,0.8517,0,0,0,0,0.5267,0,0.4726,0.2612,0,0,0,0,0,0,0.2802,0,0.6617,0.3285
"O_CrtvImag",0,0,0.1128,0,0,0,0,0,0,0,0,0,0.1832,0,0,0.256,0.1028,0.1169,0,0,0,0.1966,0,0,0,0.0829,0,0,0.1668,0,0,0.156,0,0
"angry",0.2536,0,0.1683,0.35,0.5645,0.2622,0.2161,0,0,0.2109,0,0.3064,0,0.1752,0.3391,0,0,0,0.1965,0.1709,0,0,0,0,0,0,0.2754,0,0,0,0,0,0,0.1464
"tired",0,0,0,0,0,0.1454,0,0,0,0.1038,0.133,0.1286,0,0.0714,0,0,0,0,0,0,0.1367,0,0,0,0,0,0,0,0,0.1277,0,0.1058,0.163,0
