"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","tired","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","tiredlag","angrylag"
"E_Scblty",0,0,0.5861,0,0,0,0,0,-0.4109,0,0,0,0,0,0,0,0,0.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.2826,0,0,0,-0.4516,0,-0.3117,-0.5919,0.2466,0,0,0,0.1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.6539,0,0,0,0,0,0,0,0,-0.538,0,0,0.4757,0,0,0,0,0,0.2394,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0.3627,0,0,0,0.1984,0,0,0,0,0,0,0.6912,-0.183,0,0,-0.3821,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5391,0,0,-0.271,0,0,0,-0.0757,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.1668,-0.359,0,0,0.1481,0,0,0,0.3084,0,0,-0.2893,0,0,-0.5476,0,0,0,0.7001,0,0,0,-0.1016,0,0,0,0,0.671,0,-0.1409,0.4214,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0.2615,-0.6688,0,0,0,0.3436,0,0,-0.4885,0,0,0,0,0,0.4773,0,0.3608,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7133,0,0,-0.4861,0,0,0,0.5193,0,0,0.1465,0,0,0,0,0,0,-0.4772,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,-0.4898,0,0,0,-0.4276,0,0,0,0,0,0,0,0,0,-0.1156,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.3939,0,0,0,0,0.6008,0,0,-0.2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3574,0,0,0,0,0,0,0,0,0,0,-0.6177,0,0,-0.0966,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2823,0,0,0,0,0,0.6816,0,0,0,0,0,0,0,0.3262,0,0.1185,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1311,0,0,0
"O_CrtvImag",0,0,-0.5126,0.6217,0.1636,0,0,0,0,-0.9095,0,0,-0.2267,0,0,0,0,0,0,-0.5511,0,0,0,0,0,0,-0.3038,0,0,0,0,0.1964,0,0
"angry",0.3129,-0.539,0,0,0,0,-0.3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166
"tired",0,0,0,-0.2821,-0.2974,-0.3061,0,-0.2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2535,0
